0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
110,31,554,266,3697,1143,158,146,348,159,7048,5,86,243,273,2468,575,578,3496,109,84,14,386,497,45,4920,698,2740,2522,601,235,55,490,1740,1789,55,5926,1494,340,1622,12861,1115,92,5938,218,1581,171,235,489,524,489,47,1226,1563,1096,5716,2268,489,10,12862,169,466,304,557,43,366,374,3,1871,7960,289,224,4387,30,15,442,726,29,164,523,54,1384,19,1740,1677,7053,200,24,315,12863,184,30,242,22,253,5569,1362,131,1362,965
24,933,778,180,8,23,61,9,668,2709,2630,428,8,23,2935,2203,486,26,2928,236,417,2065,982,2337,522,6,15,84,1253,530,777,5495,276,3559,1728,557,7,1079,256,129,777,1474,1172,52,278,143,7962,320,26,108,12864,2596,3546,2806,6,265,2360,6,120,35,4782,1377,6,15,344,143,209,3538,437,3745,129,777,13,774,3904,36,4884,12865,12866,12867,640,439,1013,510,214,1248,490,1271,27,820,7,109,6,1470,344,143,210,873,22,131
847,583,342,2644,1881,44,1261,462,354,281,226,226,6177,78,3272,1475,1052,207,97,2708,1198,12,57,207,785,567,340,369,44,296,88,1283,4,22,37,462,426,175,22,1246,466,88,424,788,10,100,448,2486,736,1888,338,1231,1303,152,736,88,1456,324,1755,863,462,426,340,127,515,1234,12868,6,2164,724,145,39,2043,3867,1216,239,211,661,921,38,748,607,1547,121,32,237,2797,12869,65,41,4879,754,1313,190,1241,95,733,4,96,48
268,24,1278,24,6046,12,791,92,160,173,64,387,81,41,76,4923,173,149,467,13,37,7,3663,119,169,67,140,111,697,10,41,334,6,925,1141,3231,34,19,116,1280,467,13,25,24,1164,336,7,900,95,58,146,50,51,203,5,236,285,665,14,122,92,15,31,6,36,1006,110,113,3611,116,406,15,93,499,676,11,499,8,512,125,6,676,420,908,7963,239,10,164,86,188,180,7,6,272,538,236,275,1280,184,32
197,473,23,28,491,14,46,491,14,2,1349,46,166,14,460,22,58,81,628,502,4236,618,43,14,107,2,22,7,96,386,1021,6048,135,161,835,5147,11,334,192,14,354,243,136,722,141,2106,3248,492,8,7966,1496,47,104,29,1567,472,939,21,17,201,70,1181,355,4477,382,46,492,11,12,683,349,166,14,91,1887,23,249,507,1828,412,373,11,110,28,58,81,169,444,25,43,968,10,7078,759,33,928,37,225,71,158
4949,951,571,209,48,40,9,1704,1611,640,411,889,481,184,568,184,1379,1367,7976,425,78,193,5,66,109,9,182,32,105,6,1184,102,23,11,1609,14,5,311,571,120,650,446,175,22,266,741,424,192,298,250,5,12919,153,8,71,33,843,32,483,716,1313,4949,951,66,32,31,815,1453,1524,716,3344,1623,494,6,209,4949,951,175,22,119,1230,136,34,2883,657,7977,3,9,308,336,20,71,165,314,297,46,994,32,84,157
174,482,50,839,106,10,4,253,210,2593,1141,13,113,19,96,23,28,146,241,799,10,1128,187,641,130,43,325,84,72,9,15,191,261,64,336,8,27,19,8,248,811,4910,234,593,2,888,113,226,87,47,4,135,1894,436,3235,4,30,93,2,473,5,267,1076,612,2,65,35,93,1001,353,854,4,8,286,2,12920,1139,41,35,118,145,974,1558,74,237,386,18,95,58,912,98,378,107,49,14,58,9,184,1262,324
12930,2256,1291,79,170,824,1807,362,1468,412,1874,7,79,2266,287,1288,955,42,95,3927,151,90,90,447,238,470,124,22,81,9,829,7,3,10,342,96,598,2271,262,28,5966,2423,969,1094,6051,3448,856,12931,2271,9,4,2822,65,6,133,72,970,38,23,13,137,226,3,51,134,187,25,5915,3744,81,569,2689,18,160,123,5730,159,136,156,1399,13,22,71,59,384,2168,364,81,454,1709,936,462,39,18,533,222,4244,11,1144,81
5832,111,65,7196,227,227,7983,12,881,382,1582,822,2594,204,56,351,399,702,79,702,241,346,15,639,4702,190,117,501,7982,285,127,44,197,1285,1698,143,300,114,51,203,33,51,5,30,35,26,661,60,3624,26,356,1948,7080,4,881,26,285,334,50,1830,81,192,151,35,750,116,9,26,7,996,1292,839,983,39,4709,1331,147,1782,31,165,741,424,16,41,33,350,192,60,4,6,51,1031,129,899,16,8,30,165,111,80
124,540,76,4245,12955,1115,2999,173,416,296,3,4,393,138,72,32,5,1263,4225,519,305,35,112,216,3307,25,281,228,12956,453,12957,92,445,197,90,297,25,23,2753,846,2,41,90,27,490,265,124,540,2,2632,2,114,1762,27,77,10,4060,239,82,23,28,113,762,5638,771,562,5,3,4,118,143,994,188,58,2,224,2632,52,170,725,6,51,245,363,963,33,3024,33,426,27,53,2,421,1549,59,167,170,725,15,963
25,6060,93,7997,997,1370,2459,444,391,1421,50,6,13056,599,7,192,79,62,611,41,5826,2573,1649,2,12,251,162,3424,57,11,13057,225,266,87,76,1803,4,717,451,8,5388,132,21,17,277,527,1940,159,3058,72,4,318,48,21,17,579,120,9,334,136,1885,9,4,284,112,62,669,839,4797,2858,150,1564,118,14,365,105,160,14,274,80,162,209,30,32,2,65,38,18,13058,469,57,197,747,802,776,775,6,265,13059,2050
13060,24,2,1445,14,97,4644,189,13061,7,8,827,6009,1909,878,3763,850,753,497,160,123,18,898,289,1612,2475,8017,13062,72,10,6065,71,10,497,651,30,708,92,131,144,55,158,12,427,5,647,45,30,748,5086,732,1708,230,3357,148,395,101,38,18,26,4,2,24,44,64,37,110,8,48,210,468,13063,3,2747,48,1606,762,795,2473,217,13064,116,49,773,415,13065,2835,3,4,168,990,13066,13067,122,4954,1364,1029,155,458,223
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,1872,160,123,3552,1627,85,89,833,3413,7,281,39,825,89,833,175,180,36,244,174,7,269,59,151,21,17,27,833,25,729,137,7,22,167,2527,729,137,6,1964,13,78,5,35,1666,226,3,1633,2087,60,310,54,8,67,901,39,765,6,35,31,6,282,30
2707,29,821,390,77,9,54,821,6,122,19,149,18,2,80,222,2,13074,29,1142,1526,1160,6064,840,1976,29,134,6716,8021,1857,1925,268,288,191,13075,1857,355,1319,7293,1423,12,63,14,45,763,139,574,8021,266,4,24,598,574,74,51,103,277,259,80,308,5,23,75,87,4,298,148,77,49,104,109,2,13076,19,149,6,122,25,408,2434,49,51,77,821,27,18,62,22,8018,1421,56,1281,41,13,9,195,653,25,62,239
0,0,0,2088,211,677,227,7,148,297,3845,23,3263,2579,12,3,3035,60,683,8,10,297,2187,193,60,683,259,80,13077,96,297,926,2302,13078,815,926,913,16,8022,577,1444,577,320,746,13079,13080,472,9,184,54,1791,2534,14,131,498,2164,1790,5,246,211,93,3106,26,3525,578,133,157,129,56,509,203,445,649,14,4747,455,14,962,61,5916,3,372,329,41,13081,3253,777,1254,1045,518,2411,227,2442,13082,13083,13084,13085,7956,8011,131
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4902,175,7,76,725,42,84,14,87,134,342,83,37,63,162,1582,205,22,43,14,41,27,142,183,5,87,49,544,192,3815,41,192,1172,4905,6067,2,215,6,35,2537,2045,1069,59,197,25,5773,74,49,142,70,2683,87,1963,11,349,2739,11,591,37,225,223,1011,7,25,105,1689,257,142,413,192
756,1639,18,3758,149,3938,121,397,342,1364,6071,1289,3,3723,13141,121,348,2838,122,240,23,193,2518,827,4687,2188,18,279,140,8037,74,1206,6204,74,2201,3102,128,2518,259,605,43,361,128,43,361,3,83,555,826,68,966,13142,121,348,2665,74,592,3,4,250,1421,3058,3058,3058,506,13143,1618,3713,3,9,295,68,1364,7,1011,1481,472,555,24,45,112,216,531,521,155,4,2017,106,199,179,6,62,747,244,567,4,1417,937,333,13144
193,121,2551,202,98,378,13151,2,93,452,407,92,33,19,29,139,595,217,44,13152,29,139,29,139,710,273,2082,81,29,139,13153,29,139,1867,56,1299,2214,4107,22,1284,163,36,1654,593,2,671,205,85,295,311,8,38,18,1220,6,49,80,480,3,32,355,152,361,212,232,50,426,823,76,420,5973,76,6049,13154,3796,1626,139,706,2519,404,77,47,497,110,1716,71,89,290,266,19,155,203,113,154,578,86,270,2621,12,269
742,43,70,83,106,15,70,896,1183,28,35,31,32,119,133,7,447,7,447,439,45,88,20,41,8,175,115,115,319,94,53,35,31,32,32,105,15,35,428,68,78,78,428,20,1347,128,128,4406,250,121,391,267,138,31,4,102,27,640,1154,3,2747,2563,8048,9,512,797,372,91,4150,13184,96,296,4,788,8042,158,27,13185,87,276,24,313,32,392,1296,288,2052,92,5458,3945,76,961,682,142,899,2433,1064,13186,397,104
32,52,34,352,2780,143,61,210,99,20,253,3222,2,881,2988,2,73,162,11,297,14,12,252,21,17,2255,238,1182,767,83,54,26,54,110,965,97,615,54,126,60,240,3776,242,888,114,1511,54,2,65,1182,8,2397,11,114,3934,66,54,847,583,847,583,29,938,3,1823,744,1765,261,324,64,18,199,386,4313,13193,3,12,1823,3282,1982,1628,191,1737,122,1992,7785,12,3,8,21,17,48,166,1933,100,42,26,12,2,65
164,225,306,2,41,233,959,220,1936,271,91,124,897,25,216,355,183,1106,260,932,239,13194,389,213,13195,245,117,14,283,1181,197,1530,841,216,15,2929,13196,13197,409,759,1462,261,2212,5365,7728,130,154,876,2,964,183,136,111,100,42,163,1368,2,703,17,298,13198,1102,776,16,1363,525,762,208,2,73,824,39,187,199,152,173,64,255,811,955,21,17,205,381,211,134,2147,75,52,147,27,1425,703,17,8,21,17,228,358
429,211,441,1236,2385,814,894,1394,3,4,12,40,54,1924,1777,3,12,54,205,778,131,491,2513,3,54,98,775,761,490,574,74,460,20,681,6293,7209,2827,121,2435,520,106,9,140,2868,156,186,205,944,1798,303,121,3342,742,2003,3874,2080,46,358,338,927,1374,765,765,2054,619,460,9,1155,60,1479,461,3121,28,331,124,426,255,3,1724,875,121,491,4239,1924,303,149,417,13248,232,85,1764,6080,921,2720,81,934,13249,75,35,1511
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,60,254,7120,378,1675,4022,7,55,3,431,591,5,748,2,97,63,4615,2,1430,5,16,407,93,5045,88,1921,1212,103,242,128,156,790,192,1329,470,27,152,125,10,321,168,266,268,22,1113,38,1891,266,5960,13250,5125,2294,3180,9,217,9,104,501,298,189,424,59,59,15,3,4,2,157,2600,6081,3355,2455,199,82,813
430,23,13302,101,106,5,13303,482,1014,135,13304,482,1014,56,34,748,4296,642,1014,69,4,288,554,3,373,430,3406,177,142,177,53,90,1076,2117,13,63,4,129,571,692,6,13305,4697,10,247,44,641,114,68,50,9,9,642,64,114,28,2895,121,323,106,111,27,524,7,5,3,166,2,889,9,32,13,1940,796,680,195,174,132,641,2116,74,594,1357,2198,68,13,12,63,322,1943,48,57,131,276,2256,1291,1336,447,11,447
13316,300,25,524,80,50,144,617,1443,6,36,5,161,234,1377,234,47,86,13317,54,146,1377,79,110,109,607,2292,1027,26,7,2777,3,26,1711,7,575,2701,380,486,1125,478,204,1442,13318,551,172,61,1459,23,10,657,478,204,66,271,1266,592,24,91,1266,8076,154,13319,1032,1906,1377,520,1056,67,1056,115,752,95,92,28,108,565,234,35,45,32,5,1056,1446,101,1826,44,28,877,1512,1599,3670,248,24,23,4,5,4,602,471
20,655,939,8,21,17,567,50,23,13,46,467,263,95,21,17,30,15,487,5,785,1230,2,12,251,197,612,170,276,45,2788,24,5,636,32,532,24,60,31,31,159,2,145,39,79,480,46,29,76,108,205,2,22,129,26,434,3404,235,480,2,145,1561,1343,143,21,17,3065,679,871,1072,71,3026,3327,160,480,13,724,145,379,18,131,8079,3,198,528,615,108,2469,431,107,95,106,362,3,43,27,6295,1005,2676,480
9,92,187,930,2749,27,986,120,92,132,641,945,783,83,4,60,4,571,114,373,185,3,10,24,112,3,68,152,2289,25,666,175,247,214,243,334,63,28,468,353,218,1648,214,1409,2,97,91,297,161,784,1572,30,62,97,4348,6,402,1293,272,120,419,6,129,60,19,6,317,15,25,454,5,92,19,32,405,60,120,3051,23,2986,92,3,4,657,197,462,762,493,191,54,8,165,15,214,1642,13,931,2,65,25
50,2958,42,255,419,295,2317,14,3,4,50,1737,2517,43,5271,155,1526,110,1244,137,2522,344,291,8086,2522,442,1767,56,194,41,8,953,13364,82,93,82,315,305,1365,305,10,305,48,171,248,22,140,26,1483,58,114,15,361,658,770,113,19,156,207,66,34,1185,15,316,47,2338,898,441,15,2,1854,2,620,36,737,104,1772,41,69,155,56,6,29,686,374,15,904,639,149,7,976,59,63,36,18,6,3,51,32,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,45,698,68,5938,208,533,341,81,1169,45,4,2,65,671,13365,4326,88,353,2190,394,626,632,48,240,210,130,22,81,235,363,389
111,8,992,43,70,502,438,4780,476,1359,261,438,866,13391,866,502,394,103,3793,4569,665,6467,2088,158,27,1735,2420,564,12,158,27,1556,158,27,371,1735,2,22,34,901,27,34,252,4699,1176,158,27,416,51,57,272,271,1176,122,6090,355,4090,1101,344,334,2817,2651,82,433,1512,1236,740,6424,1310,1689,355,49,13392,3750,13393,4304,502,550,2028,4964,13394,113,4304,2,168,82,403,158,1735,293,3094,1776,29,724,266,6,317,10,455,1556
357,57,15,216,131,110,8,45,18,8,117,33,1379,237,409,130,83,1351,298,13398,114,28,479,25,47,5396,106,919,6956,410,240,37,139,25,455,45,471,79,216,211,13399,106,89,351,2997,5,234,89,351,1135,117,77,77,2997,3415,234,450,152,854,20,4,235,14,165,6,41,9,15,189,7,93,350,30,157,214,1366,26,13400,13401,215,20,77,4,810,244,15,247,231,540,671,117,63,7860,330,6,13402,2805,16,12,70
13426,763,130,350,5294,577,320,746,13427,13428,972,580,2412,4968,577,320,746,13429,1197,1541,482,6091,577,320,746,13430,845,616,6091,577,320,746,13431,1477,69,711,3899,1679,577,320,746,13432,713,7416,13433,3899,1679,577,320,746,13434,2101,223,209,1643,200,25,8,19,478,6091,20,11,4966,3079,2541,120,41,262,5688,200,145,27,773,396,233,64,815,1188,13435,1444,577,320,746,13436,577,320,746,13437,577,320,746,13438,13439,577,320,746,13440,1979,2087
128,41,71,7,59,1355,842,55,280,102,41,26,192,1136,7,59,49,2904,1632,1276,53,7617,1002,59,49,28,178,36,85,7,351,3,10,128,104,7,217,247,183,3568,30,7,6,5584,3420,246,3,9,3944,169,61,4879,235,7,3,109,2792,271,109,2350,6015,1074,7028,1988,998,2102,182,703,17,19,881,7,21,17,135,94,1008,43,3061,2196,841,48,21,17,4163,3,10,44,18,40,246,2694,239,2501,431,3991,105,3,20,4
263,1042,501,6863,234,1271,1598,130,1681,323,1711,72,5861,1287,470,1168,68,950,195,3394,7875,327,83,2041,6,82,277,80,1287,470,90,334,148,8106,1578,655,114,907,5119,150,185,1460,2225,1113,13455,86,2589,193,72,140,251,1799,386,3204,3307,64,243,890,7,491,53,4476,3395,90,3364,77,4054,1065,13456,847,3204,972,72,850,994,20,34,900,68,888,2120,453,80,118,1691,187,2974,53,4854,5246,891,2053,3205,1416,765,1160,25,1645,3170,7
98,55,687,30,122,747,2620,127,83,6079,1454,76,85,40,24,1806,3,258,99,122,13463,48,21,17,20,923,2237,537,3762,890,2348,292,3,752,2619,50,52,13464,301,2348,2582,27,240,765,6646,73,28,26,21,17,334,418,1301,292,12,2,4233,225,624,1321,149,2,248,4116,1611,615,30,199,82,266,11,22,2433,2433,3473,3,34,1152,48,25,1749,25,744,3418,1297,58,1223,1486,8,118,13465,6093,39,159,190,117,134,135,253,125
124,38,18,30,284,3,83,222,62,58,308,108,5,24,2227,53,911,4010,21,17,30,62,365,6,30,336,7,84,55,81,3114,4193,3,9,185,53,135,482,4,119,1449,467,243,2553,172,78,5,400,9,4,342,23,2390,127,2,9,32,726,108,778,1226,432,657,21,17,3,70,739,127,75,314,410,867,274,73,348,2134,2045,57,709,68,7,356,755,11,280,11,280,597,2,309,21,17,32,37,447,3,523,431,2175
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764,333,2,113,67,46,129,113,7287,107,34,13471,3604,67,46,29,724,1094,6413,5903,428,8,5646,1457,728,2,90,90,85,111,326,158,75,240,44,9,5,375,2658,48,82,23,219,12,3,9,165,15,132,323,83,152,4,2,146,345
943,211,37,393,1610,266,93,579,525,1488,13492,504,386,2257,1901,4781,162,5866,144,780,870,1582,8109,1268,411,333,32,1662,3328,93,525,1488,870,425,635,19,1154,1488,207,426,109,48,12,135,946,1224,41,1626,6522,33,12,13493,469,18,2,22,54,395,67,2726,135,81,368,230,203,71,207,562,1245,883,29,2444,79,7919,1664,1488,1488,3,28,103,176,71,808,354,115,165,12,142,37,2,251,2738,1601,114,5,4,28,52,15,118
7,537,114,122,80,115,10,277,135,80,300,26,452,1428,20,71,4,67,46,10,142,34,506,5,25,19,1749,37,254,771,31,210,99,37,311,100,42,306,89,13498,1308,1596,57,330,115,210,99,50,772,26,19,1017,1651,134,9,15,5,36,300,26,772,254,291,102,4256,1930,135,589,1607,589,53,589,1137,589,26,1234,115,86,398,144,593,300,26,135,1574,6,923,5,51,140,501,607,89,607,85,291,73,2600,369,393
40,1066,236,35,13559,852,3747,7,2410,234,804,131,4882,326,291,807,13560,8132,803,2046,1405,6100,4388,510,13561,13562,807,751,886,1970,128,35,7637,852,1452,371,399,143,13563,13564,8131,854,1910,530,371,764,2493,90,631,5025,852,2641,3688,94,13565,94,28,58,4888,6,510,2035,392,29,4139,776,796,465,13566,4084,3,372,57,93,57,35,2438,2107,820,349,13567,3733,1655,13568,13569,8133,13570,2840,3976,2442,13571,2891,89,4154,1522,274,2729,1742,19,2439
360,14,13582,246,10,154,168,135,11,22,510,69,157,589,10,23,69,1446,837,133,91,282,89,180,612,226,586,78,78,13,641,1324,10,309,1232,93,1328,27,2185,42,42,2967,125,13583,106,1445,1752,1108,106,25,8,1380,1121,492,59,1326,268,31,433,395,681,282,2645,443,2802,38,44,327,15,4548,1328,15,79,952,39,13,69,102,1893,28,119,1449,243,62,241,6102,6,8,19,302,14,1408,761,3922,56,390,347,4315,2039,2077
683,8006,2979,364,247,44,7,34,459,106,334,108,7,27,7,110,24,69,558,135,24,69,13584,353,16,591,7,24,69,2514,6,114,219,13,59,122,7,24,69,247,321,36,7,3,83,792,106,25,8,32,126,88,1196,20,8112,81,31,6,15,30,451,844,10,212,812,172,812,1001,1175,2169,2855,1407,64,935,13585,49,345,106,1221,520,13586,13,161,384,538,244,1592,7319,4,65,57,35,747,868,50,812,496,53,39,30
1795,1283,52,318,62,97,35,91,57,13592,5910,8140,26,288,2542,13593,521,2,193,75,121,2895,57,15,151,21,17,2873,50,37,24,3881,806,5,53,1534,806,41,1214,2927,4952,517,23,338,927,1181,765,3109,2098,173,389,57,396,20,1022,423,1101,15,3063,1391,5839,67,30,4,28,2064,62,91,1759,2355,1101,893,201,70,10,23,16,476,435,7,22,630,1616,6,34,62,5297,452,10,633,76,476,5297,16,430,16,101,117,66,15
323,2353,3,35,3939,3,4,10,997,2393,64,277,48,1778,2032,179,1566,2236,2778,928,28,58,226,2040,784,2239,83,135,742,683,601,173,1639,112,40,34,458,13629,512,57,6,225,176,160,1055,80,511,314,486,754,13630,33,928,13631,255,338,927,479,295,941,1563,232,1722,460,1833,1980,8156,3731,560,13632,541,1395,507,1828,771,158,247,151,189,1804,876,2236,2778,136,2016,3257,2393,64,33,20,6103,2032,91,1840,277,13633,4224,7,1237,84
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,484,1054,115,171,203,651,103,134,5797,61,1919,3,30,4855,25,45,275,37,172,8,1092,191,262,2331,14,360,925,133,45,117,149,96,27,15,20,296,172,227,203,3087,369,121,1701,427
7,4715,106,243,12,2472,353,1337,259,1065,284,1953,408,1074,11,22,9,11,22,752,94,23,9,36,11,1913,1450,174,1215,575,981,1131,174,492,57,589,7,107,265,2633,1206,8158,8159,194,2198,86,160,593,7,13639,1080,1107,4258,83,13640,13641,8160,320,374,737,453,59,27,737,13642,4283,1608,320,2207,6,351,1141,4,43,6106,1080,1107,4258,861,217,13643,861,217,7,125,298,278,737,6,7,7,4,13644,2207,422,13645,8158,8159,2893,329
264,19,226,335,105,2283,1034,589,1062,679,423,712,105,4,39,561,26,1948,1302,289,172,21,17,364,957,113,459,13,1302,8162,1490,7509,169,25,123,46,460,1637,13,6,335,4964,6,78,394,2039,261,123,2039,2938,481,123,226,587,35,679,53,4944,6,1190,34,1036,4125,1008,88,3,75,33,75,417,417,2065,3791,161,757,1365,1490,13647,51,1081,861,2304,3378,2427,43,13648,1190,839,2304,152,575,1081,1081,319,258,99,40,40,264,19
109,172,828,436,142,342,214,284,5,70,87,508,76,630,5935,1173,63,474,48,61,151,27,41,5,185,70,187,19,4500,460,118,84,23,1337,757,252,467,3700,386,124,38,18,48,247,247,788,193,121,1468,3705,48,4885,671,306,205,101,446,221,61,433,1110,183,3638,319,4,11,545,284,673,50,2362,1024,107,30,32,88,120,97,748,1038,127,67,196,3,70,70,27,6,254,573,4503,214,284,4,3,202,456,11,22,719
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,9,140
4733,84,14,1997,1811,554,224,134,61,554,84,14,1997,31,357,86,400,754,800,2470,732,4,311,196,2802,1377,619,1030,835,1121,25,614,463,200,49,20,290,706,897,3352,420,3944,325,3196,649,4528,3083,3073,9,706,208,38,282,912,1069,1148,316,286,7,1833,115,497,16,4477,8179,191,51,1069,179,1077,13707,86,222,15,147,69,212,58,101,41,42,19,2347,119,24,222,1123,85,1813,542,390,29,194,1997,42,420,13708,640,3756,420
8195,60,38,18,254,2002,86,34,43,531,283,10,2,215,225,254,180,33,408,13785,241,12,133,24,205,2604,3,16,87,2708,169,128,25,666,283,24,2604,12,15,121,515,15,666,101,381,651,1226,1536,24,2604,6,4334,247,4264,105,211,2,215,61,104,69,61,151,38,18,199,315,57,225,2622,241,225,227,199,231,117,192,2,41,660,267,161,483,3190,5,117,106,14,386,157,521,187,40,43,2427,2,436,1111,229,13786
533,150,3692,7513,13838,3,95,58,6,163,29,36,205,4937,1359,1791,958,1576,77,2005,2776,679,1987,303,188,241,14,77,42,1845,331,678,155,1359,93,2776,49,1845,3780,2932,958,8213,4594,4580,1319,1096,7862,241,979,997,14,428,2651,138,1447,1598,15,3216,78,64,5230,77,724,163,2,18,513,42,1685,934,454,7,361,756,64,183,2830,1381,64,110,189,69,1000,8,59,14,26,8211,1767,42,77,2141,941,377,2,1353,6,46,167,160
87,646,1972,164,1178,232,119,87,76,45,470,1398,6120,203,59,24,52,234,1018,716,5,4,4,2,23,8218,2,1731,170,4065,13852,26,5,14,10,335,296,310,416,56,8,146,5412,33,3,340,196,3,931,151,560,2777,87,860,114,54,5,153,189,93,532,2132,4664,1963,26,632,3088,1082,303,4,3,10,346,15,860,400,5,13853,643,6626,7648,860,643,1286,273,665,208,40,234,13854,455,67,2780,1114,8219,2684,1891,189,7,13
3715,42,303,417,2713,3715,303,6436,13856,8,19,534,4,11,660,3,12,9,179,9,31,40,75,3,9,25,3593,12,75,4,5,1055,70,29,147,12,749,665,3465,481,64,221,355,4819,2209,325,9,811,48,485,6,209,174,3753,94,102,44,295,139,1736,66,75,417,3764,4695,2718,13857,7399,13858,614,291,303,8220,417,67,3600,112,2268,237,8,339,512,218,201,2898,13859,2268,1769,44,2713,3715,201,5195,2992,481,220,3466,13860,51,34
1117,107,209,8,138,899,4200,1712,390,56,253,263,189,1134,2645,20,71,196,39,477,1579,4478,4,8,456,41,231,148,202,25,332,75,11,475,269,4622,207,8,87,1681,27,14,1292,654,135,1515,7,135,621,3391,1212,649,353,2,645,1817,567,2982,26,6,40,11,81,91,20,405,52,12,190,1298,684,2551,143,143,13862,240,224,94,5377,50,260,837,8221,2572,314,816,16,6,20,10,215,11,50,321,2962,6900,562,8222,321,68
4,988,43,1519,10,11,51,34,506,2888,5,5653,166,25,492,214,103,79,702,454,911,3405,423,90,2291,680,1050,1751,31,3089,668,5481,1087,7058,5853,978,1093,3392,169,1961,1360,25,24,4064,7991,13983,232,3405,423,24,135,302,177,2782,63,1000,748,1333,106,13984,589,1442,13985,675,13986,1491,719,807,8246,1231,2478,719,12,25,27,524,645,1037,457,1572,3926,222,13,499,104,1017,9,2478,719,174,5,2568,8230,34,1360,423,687,61,766,1152
503,876,16,980,2344,1592,712,644,242,24,167,691,540,10,2,272,22,1796,1179,762,148,23,335,2336,143,366,418,39,728,51,43,1482,893,1255,155,13990,1031,710,273,13991,272,113,115,2771,529,239,360,649,8248,1209,188,180,5,130,20,51,277,1592,1966,101,6228,3,12,4662,5975,875,244,831,164,177,493,148,1866,971,4806,5014,232,1066,38,14,38,23,300,13992,38,157,38,14,6013,38,2124,6013,2124,13993,710,273,13994,2451,224,2647
76,1478,392,860,1475,371,107,398,2001,392,184,782,9,319,1039,57,85,6,46,43,70,14039,159,290,230,146,348,12,623,157,160,313,3,30,4688,152,110,1006,79,97,4688,5,898,997,14,2,73,578,59,165,218,1451,54,57,398,844,37,133,4294,3269,119,447,2020,3269,1201,64,2,979,14040,33,20,527,343,1500,75,118,4634,14041,139,167,226,3269,1062,26,561,21,17,347,167,226,28,815,1453,14,209,1444,8257,14042,14043,14044
117,524,7,217,16,117,52,35,144,50,14045,545,3,3,4,33,54,447,4,337,33,68,68,140,3888,1329,632,6,7210,597,30,70,128,68,83,25,5864,312,38,166,42,1042,1240,10,16,797,194,69,16,1900,105,100,2079,137,417,2065,414,22,14046,186,55,107,225,449,72,38,103,316,924,103,1053,330,132,8,19,55,110,739,55,5773,11,902,32,3,586,4,143,1499,29,241,276,138,49,1864,79,112,3682,1053,2,248
522,1251,14063,3152,14064,1676,937,1059,30,3694,3570,522,5636,90,666,1873,494,1726,2305,131,35,97,191,83,4,29,47,195,799,241,90,301,10,15,173,3346,66,8,248,901,1846,184,111,1038,169,250,152,543,1697,426,42,52,936,26,285,20,1802,79,14,213,125,15,6130,3451,565,45,126,2135,52,20,1473,494,4897,12,878,453,473,783,11,664,45,102,14,1411,34,25,108,299,20,451,59,1582,10,15,77,1302,2371,450,434,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,15,383,128,140
